FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,PUESTO,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,ESTADO,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2
12/08/1975,FEMENINO,SOLTERO,BACHILLERATO,CUIDADOR,RENTADA,0,8400,COLIMA,28000,0,6,2,0,SI,1011.29,0,SI,POTENCIALES,V2F1
07/11/1986,FEMENINO,CASADO,BACHILLERATO,ASISTEDUCATIVO,FAMILIARES,0,4000,COLIMA,28450,7,2,10,0,SINODATOS,1200,190,SI,PERDIDOS,V0F0
04/06/1983,MASCULINO,UNIONLIBRE,BACHILLERATO,VENDEDOR,FAMILIARES,0,6800,COLIMA,28048,2,0,2,0,SINODATOS,1048.41,0,SI,POTENCIALES,V1F1
02/05/2001,MASCULINO,SOLTERO,BACHILLERATO,VENDEDOR,PADRES,0,13500,COLIMA,28000,3,6,3,0,NO,500,0,SI,POTENCIALES,V1F1
12/07/1985,FEMENINO,SOLTERO,SECUNDARIA,AUXGRAL,PADRES,0,5600,COLIMA,28190,28,0,1,7,NO,1456,0,SI,ATENCION MEDIA,V1F1
08/04/1996,MASCULINO,SOLTERO,BACHILLERATO,CHOFER,PADRES,0,5800,COLIMA,28000,0,6,0,6,NO,1450,36,SI,POTENCIALES,V3F2
01/06/1965,MASCULINO,SOLTERO,CARRERATECNICA,MECANICO,PROPIA,0,10000,COLIMA,28000,3,0,35,0,SINODATOS,1834.72,0,SI,POTENCIALES,V1F1
13/01/1989,FEMENINO,SOLTERO,BACHILLERATO,ADMIVOGRAL,PROPIA,0,5700,COLIMA,28306,2,1,1,0,SINDATO,1596,0,SI,POTENCIALES,V2F1
09/07/1999,MASCULINO,SOLTERO,BACHILLERATO,COMERCIANTE,PROPIA,0,3500,COLIMA,28000,20,0,3,0,NO,875,80.48,NO,POTENCIALES,V1F1
07/04/2001,MASCULINO,SOLTERO,BACHILLERATO,ALMACENISTA,PADRES,0,6800,COLIMA,28000,10,0,0,3,NO,1048.41,0,NO,POTENCIALES,V2F1
13/01/1983,FEMENINO,CASADO,LICENCIATURA,ESTILISTA,FAMILIARES,0,7500,COLIMA,28000,0,6,1,0,SINODATOS,1090.34,63.58,NO,POTENCIALES,V1F1
05/07/2001,MASCULINO,SOLTERO,BACHILLERATO,AYUDANTECOCINA,PADRES,0,2500,COLIMA,28048,5,0,1,0,NO,625,0,SI,POTENCIALES,V2F2
15/03/1997,FEMENINO,UNIONLIBRE,BACHILLERATO,DEPENDIENTE,PADRES,0,8000,COLIMA,28000,22,0,2,6,NO,1048.41,3.64,NO,POTENCIALES,V1F1
06/06/1995,MASCULINO,SOLTERO,LICENCIATURA,ALMACENISTA,PADRES,1,6200,COLIMA,28000,24,0,0,4,SINODATOS,1048.41,62.5,NO,POTENCIALES,V1F1
24/04/1942,FEMENINO,SOLTERO,CARRERATECNICA,ARRENDATARIO,PROPIA,0,5600,COLIMA,28000,11,3,30,0,NO,1680,0,NO,POTENCIALES,V2F2
17/04/2001,MASCULINO,SOLTERO,SECUNDARIA,MUSICO,FAMILIARES,0,6000,COLIMA,28048,3,0,2,0,NO,500,0,SI,ATENCION MEDIA,V1F1
23/03/1973,MASCULINO,CASADO,PRIMARIA,GUARDSEG,PROPIA,0,16000,COLIMA,28063,15,0,8,0,SINODATOS,1258.09,588,SI,POTENCIALES,V3F1
08/02/1980,FEMENINO,DIVORCIADO,LICENCIATURA,ENCARGADORH,FAMILIARES,0,10000,COLIMA,28190,4,3,3,0,SINODATOS,2830.72,157.7,SI,PERDIDOS,V0F0
18/06/1977,FEMENINO,SOLTERO,CARRERATECNICA,VENDEDORPISO,PADRES,0,4600,COLIMA,28000,19,1,1,0,SINODATOS,1174.21,57.42,NO,POTENCIALES,V2F2
09/02/1977,MASCULINO,CASADO,SECUNDARIA,CONTRATISTA,PROPIA,0,12000,COLIMA,28000,19,9,7,0,SINODATOS,2830.72,294,NO,ATENCION MEDIA,V2F1
30/09/1970,FEMENINO,CASADO,CARRERATECNICA,AMACASA,PROPIA,0,0,COLIMA,28078,14,0,25,0,SINODATOS,500,201.94,NO,POTENCIALES,V1F1
30/09/1970,FEMENINO,CASADO,CARRERATECNICA,AMACASA,PROPIA,0,0,COLIMA,28078,14,0,25,0,SINODATOS,500,203.94,NO,POTENCIALES,V1F1
17/08/1977,MASCULINO,SOLTERO,SECUNDARIA,CHOFER,FAMILIARES,0,7000,COLIMA,28000,4,0,4,0,SINODATOS,1834.72,188,NO,POTENCIALES,V3F1
21/09/1992,FEMENINO,SOLTERO,BACHILLERATO,AUXADMVO,FAMILIARES,0,3600,COLIMA,28000,1,6,0,8,SINODATOS,936,0,NO,POTENCIALES,V2F2
13/11/1968,FEMENINO,SOLTERO,SECUNDARIA,EMPDOMESTICA,RENTADA,0,6000,COLIMA,28000,5,0,15,0,SINODATOS,500,118.8,NO,PERDIDOS,V1F1
05/03/1959,FEMENINO,CASADO,LICENCIATURA,JUBILADO,PROPIA,0,10000,COLIMA,28159,16,9,0,6,SINODATOS,1834.72,423.16,NO,PERDIDOS,V1F1
12/10/1992,FEMENINO,SOLTERO,LICENCIATURA,ENFERMERO,PADRES,0,11000,COLIMA,28510,4,6,0,3,NO,2385.14,0,NO,POTENCIALES,V3F2
17/02/1998,MASCULINO,UNIONLIBRE,BACHILLERATO,INTENDENTE,PROPIA,0,11000,COLIMA,28000,1,6,1,11,NO,1048.41,0,NO,POTENCIALES,V1F1
23/10/1991,FEMENINO,CASADO,LICENCIATURA,ADMINISTRADOR,PROPIA,0,35000,COLIMA,28000,2,0,0,8,SINODATOS,2555.51,147,NO,LEALTAD,V5F2
08/02/1966,MASCULINO,UNIONLIBRE,SECUNDARIA,MULTIFUNCIONAL,PROPIA,0,8000,COLIMA,28047,40,0,2,0,NO,1174.21,116.56,NO,POTENCIALES,V2F1
30/11/1999,MASCULINO,SOLTERO,SECUNDARIA,AGENTE DE VENTAS,FAMILIARES,0,4000,COLIMA,28040,18,10,2,0,NO,1000,0,SI,POTENCIALES,V1F1
03/02/1982,FEMENINO,SOLTERO,PRIMARIA,EMPLEADO EN GENERAL,RENTADA,2,6000,COLIMA,28000,10,0,8,0,SINODATOS,700.34,0,NO,PERDIDOS,V0F0
19/02/1979,FEMENINO,CASADO,PRIMARIA,COMERCIANTE,PROPIA,1,2000,COLIMA,28000,12,0,1,0,SINODATOS,520,13.58,SI,ATENCION MEDIA,V1F1
03/07/1986,FEMENINO,CASADO,BACHILLERATO,ENCAREA,PAGANDOLA,1,13000,COLIMA,28048,8,0,10,0,SINODATOS,1065.77,883,NO,POTENCIALES,V1F1
20/12/1982,FEMENINO,CASADO,SECUNDARIA,VENDEDOR,FAMILIARES,0,12000,COLIMA,28600,5,2,4,0,SINODATOS,1174.21,200,SI,PERDIDOS,V1F1
19/01/2001,MASCULINO,SOLTERO,BACHILLERATO,AYUDANTEHERRERO,PADRES,0,4000,COLIMA,28979,18,0,3,0,NO,1000,0,NO,POTENCIALES,V2F2
30/04/1966,FEMENINO,VIUDO,PRIMARIA,PENSIONADO,PROPIA,0,3200,COLIMA,28984,22,0,14,0,SINODATOS,960,591.16,SI,POTENCIALES,V1F1
02/05/2001,MASCULINO,SOLTERO,BACHILLERATO,ALBANILAYUDANTE,FAMILIARES,0,6000,COLIMA,28400,18,0,2,0,NO,1048.41,0,SI,POTENCIALES,V1F1
13/01/1980,FEMENINO,CASADO,CARRERATECNICA,AUXCONTAB,PROPIA,0,4000,COLIMA,28000,17,0,25,0,SINODATOS,1200,311.88,SI,POTENCIALES,V1F2
23/11/1997,FEMENINO,SOLTERO,BACHILLERATO,MAESTRATALLER,FAMILIARES,0,5000,COLIMA,28000,1,3,3,6,NO,1000,-28.44,NO,POTENCIALES,V1F2
11/05/1970,FEMENINO,CASADO,SECUNDARIA,AYUDANTE EN GENERAL,PROPIA,0,4500,COLIMA,289874,1,9,3,0,SINODATOS,1174.21,0,NO,POTENCIALES,V1F1
25/05/1982,MASCULINO,CASADO,LICENCIATURA,COORDINADOR,PROPIA,0,21000,COLIMA,28000,13,0,18,0,SINODATOS,1258.09,1041.58,SI,PERDIDOS,V1F1
19/05/1989,FEMENINO,SOLTERO,LICENCIATURA,SECRETARIA,PAGANDOLA,0,9600,COLIMA,28000,5,0,2,0,SINODATOS,698.21,0,NO,PERDIDOS,V0F0
07/11/1972,FEMENINO,CASADO,BACHILLERATO,ENFERMERO CON TITULO,FAMILIARES,0,12000,COLIMA,28000,1,0,9,0,SI,2555.51,194,SI,POTENCIALES,V2F1
16/02/1995,MASCULINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,4000,COLIMA,28000,0,8,3,0,NO,1000,5.76,NO,POTENCIALES,V2F1
19/06/1989,FEMENINO,CASADO,SECUNDARIA,AMACASA,PROPIA,0,1,COLIMA,28000,0,9,25,0,SINODATOS,500,196,NO,POTENCIALES,V1F1
20/01/1999,MASCULINO,SOLTERO,BACHILLERATO,ASESORCOMERCIAL,FAMILIARES,0,8000,JALISCO,28000,3,0,5,0,NO,1638.14,0,NO,POTENCIALES,V1F2
28/10/1990,FEMENINO,CASADO,LICENCIATURA,VENDEDOR AMBULANTE,FAMILIARES,0,15000,COLIMA,28978,10,0,3,0,NO,1090.34,-168.8,SI,POTENCIALES,V2F1
08/09/1999,MASCULINO,UNIONLIBRE,SECUNDARIA,INSTPISO,RENTADA,0,7000,COLIMA,28000,4,0,1,6,NO,505.25,0,NO,POTENCIALES,V2F1
03/09/1998,FEMENINO,SOLTERO,LICENCIATURA,OFICIALADMINISTRATIVO,PADRES,0,8000,COLIMA,28000,2,0,2,0,SINDATO,1638.14,0,SI,POTENCIALES,V2F2
29/06/1993,MASCULINO,SOLTERO,BACHILLERATO,AUXCONTAB,PROPIA,0,6000,COLIMA,28984,25,0,4,4,NO,1800,157.7,NO,POTENCIALES,V2F1
12/07/2001,MASCULINO,SOLTERO,BACHILLERATO,BODEGUERO,PADRES,0,3750,COLIMA,28000,18,0,0,3,NO,937.5,0,NO,LEALTAD,V3F4
01/11/1998,FEMENINO,SOLTERO,SECUNDARIA,OPERARIO DE PRODUCCION,FAMILIARES,0,4400,COLIMA,28000,2,2,2,0,NO,1048.41,0,NO,PERDIDOS,V0F0
27/07/1997,FEMENINO,SOLTERO,LICENCIATURA,DUENOPEQUENEG,FAMILIARES,0,7000,COLIMA,28983,2,4,1,0,NO,1750,0,SI,PERDIDOS,V0F0
24/06/1993,MASCULINO,SOLTERO,BACHILLERATO,CAJERO,PROPIA,0,9500,COLIMA,28000,26,0,0,9,NO,1174.21,211.46,SI,PERDIDOS,V1F1
21/02/2000,MASCULINO,SOLTERO,SECUNDARIA,DEPENDIENTE,PADRES,0,5000,COLIMA,28000,19,0,1,2,NO,500,0,NO,PERDIDOS,V1F1
22/02/1974,FEMENINO,SEPARADO,SECUNDARIA,JEFEAREASINLIC,PAGANDOLA,0,8000,COLIMA,28000,3,0,15,0,SINODATOS,1650,470,SI,POTENCIALES,V1F2
06/03/1969,FEMENINO,SOLTERO,LICENCIATURA,ASISMEDICO,PADRES,0,5000,COLIMA,28060,17,0,2,0,SINODATOS,1500,705.12,NO,PERDIDOS,V1F1
09/07/1971,MASCULINO,CASADO,SINESTUDIOS,EMPLEADO EN GENERAL,PROPIA,0,13000,COLIMA,28134,10,9,29,0,SINODATOS,3900,152,SI,PERDIDOS,V0F0
04/04/1990,MASCULINO,SOLTERO,LICENCIATURA,AGENTE DE VENTAS,PADRES,0,15000,COLIMA,28000,9,3,4,0,NO,1965.77,399.84,NO,POTENCIALES,V1F1
07/07/1996,FEMENINO,SOLTERO,BACHILLERATO,ENCPEQUENEG,PADRES,0,6000,COLIMA,28767,22,0,0,4,SINODATOS,936.69,0,NO,POTENCIALES,V3F2
20/07/1992,MASCULINO,SOLTERO,LICENCIATURA,CAMILLERO,RENTADA,0,11462,COLIMA,28000,1,6,5,2,SINODATOS,524.03,710.52,SI,POTENCIALES,V2F2
11/02/1994,FEMENINO,SOLTERO,LICENCIATURA,ENCPEQUENEG,FAMILIARES,0,4000,COLIMA,28000,24,0,1,3,NO,936.69,25.74,NO,POTENCIALES,V2F1
20/08/1971,MASCULINO,CASADO,SECUNDARIA,EMPLEADO EN GENERAL,PROPIA,0,10000,COLIMA,28000,24,0,23,0,NO,1049.09,0,NO,POTENCIALES,V1F1
27/11/1998,FEMENINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,4000,COLIMA,58040,19,0,2,0,NO,936.69,0,SI,POTENCIALES,V3F2
28/05/1985,MASCULINO,CASADO,SECUNDARIA,CAJERO,PROPIA,0,3746,COLIMA,28078,3,0,5,0,NO,1123.8,341.64,SI,POTENCIALES,V1F1
06/10/1993,MASCULINO,SOLTERO,LICENCIATURA,AUDITOR,PADRES,0,11000,COLIMA,28400,25,0,1,1,NO,2283.2,63.48,NO,PERDIDOS,V2F1
04/03/1966,FEMENINO,SEPARADO,BACHILLERATO,COMERCIANTE,FAMILIARES,0,5000,COLIMA,28000,3,8,5,0,SINODATOS,500,0,SI,POTENCIALES,V2F2
17/07/2000,FEMENINO,SOLTERO,LICENCIATURA,CAJERO,PADRES,0,4800,COLIMA,28000,5,0,1,0,NO,936.69,0,NO,POTENCIALES,V1F1
14/04/1999,FEMENINO,UNIONLIBRE,BACHILLERATO,VENDEDOR COBRADOR,FAMILIARES,0,4000,COLIMA,28000,0,11,0,4,NO,1000,198,NO,POTENCIALES,V1F1
13/07/1996,FEMENINO,UNIONLIBRE,LICENCIATURA,COMERCIANTE,FAMILIARES,0,7500,COLIMA,28000,3,0,4,0,NO,936.69,0,SI,ATENCION MEDIA,V2F1
18/10/1994,FEMENINO,SOLTERO,LICENCIATURA,SECRETARIA,PADRES,0,6000,COLIMA,28000,24,0,0,6,NO,936.69,0,NO,POTENCIALES,V1F1
24/04/2000,MASCULINO,SOLTERO,BACHILLERATO,OPERADORGRAL,PADRES,0,4400,COLIMA,28000,15,0,0,4,NO,936.69,0,NO,POTENCIALES,V2F1
17/01/1996,FEMENINO,CASADO,SECUNDARIA,ENCPEQUENEG,RENTADA,0,6000,COLIMA,28000,0,5,5,0,SINODATOS,636.69,188,NO,POTENCIALES,V2F2
06/03/1992,MASCULINO,UNIONLIBRE,BACHILLERATO,CHOFER,PADRES,0,8500,COLIMA,28000,26,0,2,0,NO,1170.87,0,NO,POTENCIALES,V2F2
14/09/1972,MASCULINO,CASADO,SECUNDARIA,ALBANIL,PROPIA,0,11000,COLIMA,28000,25,0,18,0,SINODATOS,1756.3,209.86,SI,PERDIDOS,V0F0
14/09/1972,MASCULINO,CASADO,SECUNDARIA,ALBANIL,PROPIA,0,14000,COLIMA,28979,28,0,35,0,SINDATO,2173.11,348.44,SI,PERDIDOS,V0F0
12/03/1995,FEMENINO,UNIONLIBRE,LICENCIATURA,ENFERMERO,RENTADA,0,5000,COLIMA,28000,0,11,2,0,NO,937.5,196,NO,POTENCIALES,V2F1
14/04/1980,FEMENINO,SOLTERO,LICENCIATURA,TRABAJADORSOCIAL,PROPIA,0,5200,COLIMA,28000,8,0,13,0,SINODATOS,1560,257.4,SI,POTENCIALES,V2F2
20/08/1982,MASCULINO,CASADO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,7200,COLIMA,28000,4,0,10,0,SINODATOS,1049.09,0,SI,POTENCIALES,V3F2
21/08/1996,MASCULINO,SOLTERO,LICENCIATURA,COMERCIANTE,PADRES,0,8000,COLIMA,28987,3,7,0,8,NO,936.69,0,NO,POTENCIALES,V2F2
17/05/1979,FEMENINO,SOLTERO,LICENCIATURA,ABOGADO,RENTADA,0,25000,COLIMA,28000,2,0,0,6,NO,2167.3,231.48,NO,POTENCIALES,V2F2
02/02/1995,FEMENINO,SOLTERO,SECUNDARIA,INTENDENTE,RENTADA,0,3000,COLIMA,28000,2,0,4,0,SINODATOS,500,97.02,NO,POTENCIALES,V1F2
13/01/1978,MASCULINO,CASADO,LICENCIATURA,PROPIETARIO1,PRESTADA,0,25000,COLIMA,28000,6,0,4,0,SINODATOS,1639.21,0,NO,POTENCIALES,V2F2
04/02/1995,FEMENINO,SOLTERO,LICENCIATURA,PROFESOR,PADRES,0,5854,COLIMA,28048,10,0,1,0,NO,1463.5,0,NO,POTENCIALES,V1F2
06/02/1994,FEMENINO,SOLTERO,LICENCIATURA,MAESTROJNGOB,RENTADA,0,10000,JALISCO,48930,1,3,1,3,NO,1857.57,0,NO,POTENCIALES,V2F2
27/02/1979,FEMENINO,CASADO,SECUNDARIA,AYUDANTECOCINA,PROPIA,0,6000,COLIMA,28000,13,0,1,3,SINODATOS,1049.09,0,NO,POTENCIALES,V2F2
29/03/1994,FEMENINO,SOLTERO,LICENCIATURA,ENCARGADO DE COCINA,PADRES,2,9000,COLIMA,28985,24,0,4,0,SINODATOS,936.69,841.2,NO,POTENCIALES,V3F2
23/03/1972,FEMENINO,CASADO,SECUNDARIA,COMERCIANTE,PROPIA,0,8000,COLIMA,28000,12,0,12,0,SINODATOS,750,219.1,SI,PERDIDOS,V2F1
23/01/1966,MASCULINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,PADRES,0,6000,COLIMA,28000,20,0,11,0,NO,1049.09,0,NO,POTENCIALES,V1F2
09/06/1969,MASCULINO,CASADO,SECUNDARIA,PELUQUERO,PAGANDOLA,0,10000,COLIMA,28000,1,11,3,0,SINODATOS,1396.3,307.2,NO,POTENCIALES,V1F1
05/10/1983,FEMENINO,CASADO,BACHILLERATO,COMERCIANTE,FAMILIARES,0,3200,COLIMA,28400,3,0,2,0,SINODATOS,640,0,SI,POTENCIALES,V1F1
29/10/1994,FEMENINO,SOLTERO,LICENCIATURA,AUXILIARRH,PROPIA,0,14000,COLIMA,28000,3,0,1,6,NO,936.69,151.32,NO,POTENCIALES,V2F3
12/09/1986,FEMENINO,SOLTERO,LICENCIATURA,MAESTROINGLES,PADRES,0,8400,COLIMA,28040,32,0,1,0,SINODATOS,1639.21,424.6,NO,POTENCIALES,V2F1
28/12/1998,MASCULINO,SOLTERO,BACHILLERATO,MECANICO,PADRES,0,8000,COLIMA,28000,8,0,2,0,NO,1463.58,13.58,SI,ATENCION MEDIA,V3F1
10/11/1988,FEMENINO,UNIONLIBRE,LICENCIATURA,ENFERMERO,PROPIA,0,6000,COLIMA,28000,0,9,0,11,SINODATOS,1800,0,NO,POTENCIALES,V3F2
10/11/1988,FEMENINO,SOLTERO,LICENCIATURA,ENFERMERO,PROPIA,0,7000,COLIMA,28000,9,0,3,0,SINODATOS,2100,80,NO,POTENCIALES,V3F2
14/03/2000,MASCULINO,SOLTERO,CARRERATECNICA,COCINERO,PADRES,0,5000,COLIMA,28000,13,0,0,1,NO,1250,0,NO,ATENCION MEDIA,V2F1
25/06/1990,FEMENINO,UNIONLIBRE,LICENCIATURA,PROFESOR,RENTADA,0,6000,COLIMA,28000,3,0,1,1,SINODATOS,500,190,NO,PERDIDOS,V1F1
21/03/1975,MASCULINO,DIVORCIADO,SECUNDARIA,EMPLEADO EN GENERAL,PADRES,0,10000,COLIMA,28000,4,0,23,0,NO,1124.03,1235.12,NO,POTENCIALES,V3F2
08/10/1967,FEMENINO,CASADO,SECUNDARIA,EMPDOMESTICA,PROPIA,0,4800,COLIMA,28000,0,10,7,0,SINODATOS,1049.09,158,SI,POTENCIALES,V1F1
08/10/1967,FEMENINO,CASADO,PRIMARIA,DEPENDIENTE,PROPIA,0,4000,COLIMA,28000,10,0,0,8,SINODATOS,1200,190,SI,POTENCIALES,V1F1
02/12/1999,FEMENINO,SOLTERO,SECUNDARIA,OPERARIO DE PRODUCCION,PADRES,0,4400,COLIMA,28047,19,0,0,4,SINODATOS,936.69,0,NO,LEALTAD,V3F4
02/05/2000,FEMENINO,SOLTERO,BACHILLERATO,AYUDANTECOCINA,PADRES,0,4400,COLIMA,28000,4,0,0,6,SINODATOS,936.69,0,NO,POTENCIALES,V2F2
12/06/1977,MASCULINO,CASADO,BACHILLERATO,CAMPESINO,PROPIA,0,20000,COLIMA,28000,40,0,30,0,SINODATOS,974.16,0,NO,POTENCIALES,V1F1
22/09/1988,FEMENINO,SOLTERO,LICENCIATURA,ENFERMERO,PADRES,0,8000,COLIMA,28000,30,0,1,0,NO,2130.98,201.63,NO,POTENCIALES,V2F2
04/11/1986,FEMENINO,DIVORCIADO,CARRERATECNICA,MAESTROJNPART,PROPIA,0,3000,COLIMA,28000,4,0,0,7,SINODATOS,840,182.28,NO,ATENCION MEDIA,V1F1
02/06/1995,MASCULINO,SOLTERO,LICENCIATURA,REPARTIDOR,RENTADA,0,9200,COLIMA,28000,4,0,5,0,NO,761.69,0,NO,POTENCIALES,V1F1
21/09/1995,MASCULINO,SOLTERO,LICENCIATURA,AUXEDUCA,FAMILIARES,0,7000,COLIMA,28000,23,0,0,3,NO,936.69,19,NO,LEALTAD,V3F3
14/04/1964,FEMENINO,CASADO,SECUNDARIA,COCINERO,PROPIA,0,4400,JALISCO,28510,10,0,1,6,SINODATOS,1320,1552.01,SI,PERDIDOS,V0F0
04/04/1972,MASCULINO,CASADO,BACHILLERATO,DUENOPEQUENEG,FAMILIARES,0,20000,COLIMA,28520,5,0,6,0,SINODATOS,3037.2,757.5,SI,POTENCIALES,V1F1
10/07/1940,FEMENINO,VIUDO,SECUNDARIA,JUBILADO,PROPIA,0,5500,COLIMA,28000,60,0,20,0,SINODATOS,1650,722.88,SI,POTENCIALES,V1F1
26/01/2002,FEMENINO,SOLTERO,BACHILLERATO,VENDEDOR,PADRES,0,4000,COLIMA,28090,17,0,1,6,NO,1000,0,SI,POTENCIALES,V1F1
05/12/2001,MASCULINO,SOLTERO,BACHILLERATO,CAJERO,FAMILIARES,0,8000,COLIMA,28000,2,3,1,0,NO,1336.25,0,SI,POTENCIALES,V1F1
26/09/2000,FEMENINO,SOLTERO,BACHILLERATO,ENCPEQUENEG,PADRES,0,5800,COLIMA,28000,7,0,1,3,NO,1296.25,0,SI,POTENCIALES,V1F1
29/05/1990,FEMENINO,SOLTERO,BACHILLERATO,INTENDENTE,FAMILIARES,3,7000,COLIMA,28520,3,0,4,0,SINODATOS,1410,405.38,SI,POTENCIALES,V1F1
25/02/1996,MASCULINO,SOLTERO,BACHILLERATO,AYUDANTE EN GENERAL,FAMILIARES,0,8000,COLIMA,28000,24,0,2,6,NO,500,0,NO,POTENCIALES,V1F1
04/12/1998,MASCULINO,SOLTERO,SECUNDARIA,VENDEDOR,FAMILIARES,0,6000,COLIMA,28047,21,0,2,0,NO,1404,96.9,SI,POTENCIALES,V1F1
18/07/1987,FEMENINO,CASADO,LICENCIATURA,AMACASA,PADRES,0,0,COLIMA,28000,20,0,5,0,SI,500,0,NO,POTENCIALES,V1F1
22/10/1989,FEMENINO,CASADO,BACHILLERATO,PROPIETARIO1,PADRES,0,9000,COLIMA,28000,5,0,5,6,SI,2008.16,1.44,NO,POTENCIALES,V1F1
10/09/1995,MASCULINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,PADRES,0,4800,COLIMA,28040,15,0,2,0,NO,1200,0,SI,POTENCIALES,V1F1
07/02/1991,FEMENINO,SOLTERO,BACHILLERATO,COCINERO,PAGANDOLA,0,12000,COLIMA,28000,5,0,4,6,SI,1545.6,300,NO,POTENCIALES,V2F1
07/07/2001,MASCULINO,SOLTERO,BACHILLERATO,CAJERO,PADRES,0,6000,COLIMA,28079,2,0,2,7,NO,1336.25,0,NO,POTENCIALES,V2F1
04/11/1971,FEMENINO,SOLTERO,SECUNDARIA,AYUDANTE EN GENERAL,FAMILIARES,2,6000,COLIMA,28500,5,9,8,0,SINODATOS,500,199.28,SI,ATENCION MEDIA,V1F1
25/12/1999,MASCULINO,SOLTERO,BACHILLERATO,MESERO,PADRES,0,10000,COLIMA,28000,20,0,2,0,NO,1208.25,0,NO,POTENCIALES,V1F1
11/02/1975,FEMENINO,SOLTERO,SECUNDARIA,EMPDOMESTICA,PRESTADA,0,8000,COLIMA,28000,2,6,18,0,SI,1283.7,1098,SI,POTENCIALES,V1F1
11/03/1971,FEMENINO,SOLTERO,SECUNDARIA,COMERCIANTE,PROPIA,0,8000,COLIMA,28504,14,0,10,0,SINODATOS,1569.9,0,SI,POTENCIALES,V2F1
18/09/1996,FEMENINO,SOLTERO,BACHILLERATO,EMPLEADO EN GENERAL,PADRES,0,4200,COLIMA,28000,1,5,0,10,NO,1050,0,SI,PERDIDOS,V0F0
01/08/2000,MASCULINO,SOLTERO,SECUNDARIA,AYUDANTE EN GENERAL,FAMILIARES,0,6000,COLIMA,28010,19,0,1,3,NO,1199.75,47.04,SI,POTENCIALES,V1F1
13/02/1968,FEMENINO,SOLTERO,SECUNDARIA,EMPDOMESTICA,PROPIA,0,6000,COLIMA,28000,15,0,20,0,SI,500,0,NO,POTENCIALES,V1F1
04/01/1994,FEMENINO,SOLTERO,SECUNDARIA,OPERARIO DE PRODUCCION,FAMILIARES,0,4400,COLIMA,28040,2,0,1,0,SINODATOS,880,0,NO,POTENCIALES,V1F1
21/12/1996,MASCULINO,SOLTERO,LICENCIATURA,REDACTOR,PADRES,0,5000,COLIMA,28989,12,0,0,7,NO,1250,0,NO,ATENCION MEDIA,V1F1
31/07/1980,FEMENINO,SOLTERO,SECUNDARIA,OPERADORGRAL,RENTADA,0,4752,COLIMA,28979,4,0,2,0,SINODATOS,600.3,0,NO,POTENCIALES,V1F1
29/06/1984,MASCULINO,CASADO,SECUNDARIA,SUPERVISOR,RENTADA,1,11200,COLIMA,28750,6,0,12,6,SI,2020.8,490,NO,PERDIDOS,V0F0
14/10/1996,FEMENINO,SOLTERO,LICENCIATURA,AMACASA,PADRES,0,0,COLIMA,28047,1,6,1,6,NO,500,23.52,NO,POTENCIALES,V1F1
09/10/1993,MASCULINO,SOLTERO,LICENCIATURA,COORDINADOR,PADRES,0,12400,COLIMA,28000,26,0,1,0,NO,2979.48,0,NO,POTENCIALES,V1F1
10/01/2001,MASCULINO,SOLTERO,SECUNDARIA,REPARTIDOR,PADRES,0,5500,COLIMA,28000,3,0,5,0,NO,1369,188.1,NO,POTENCIALES,V2F1
28/06/1970,MASCULINO,CASADO,CARRERATECNICA,OPERADORGRAL,PROPIA,0,16000,COLIMA,28986,9,0,10,0,SINODATOS,1754.1,344,NO,POTENCIALES,V1F1
24/03/2001,MASCULINO,SOLTERO,BACHILLERATO,VIGILANTE,PADRES,0,6400,COLIMA,28400,18,0,0,8,NO,1384.5,0,NO,POTENCIALES,V1F1
15/07/1990,FEMENINO,SOLTERO,SECUNDARIA,ABARROTERO,PROPIA,0,5579,COLIMA,28000,3,0,2,0,SINODATOS,1450.54,0,NO,POTENCIALES,V3F2
27/02/1978,MASCULINO,UNIONLIBRE,SECUNDARIA,CARPINTERO,PROPIA,0,6000,COLIMA,28040,0,3,20,0,SINDATO,1560,0,NO,PERDIDOS,V0F0
25/06/1999,FEMENINO,SOLTERO,SECUNDARIA,VENDEDOR,RENTADA,0,3600,COLIMA,28983,8,0,0,3,NO,500,0,NO,POTENCIALES,V1F1
19/11/1993,FEMENINO,SOLTERO,BACHILLERATO,RECEPCIONISTA,FAMILIARES,0,5000,COLIMA,28047,7,0,1,0,NO,1300,0,NO,POTENCIALES,V1F1
01/05/1968,MASCULINO,CASADO,SECUNDARIA,CHOFER,PADRES,0,20000,COLIMA,28060,0,1,6,0,SINDATO,2275.28,0,NO,POTENCIALES,V1F1
03/06/1970,FEMENINO,DIVORCIADO,PRIMARIA,INTENDENTE,PROPIA,0,5200,COLIMA,28000,5,0,0,1,SINODATOS,1222,0,NO,POTENCIALES,V1F1
